group,variable,value
oregano,corn syrup,0
oregano,cuttlefish,0
oregano,chervil,0
oregano,seasoning,0
oregano,salami,0
oregano,lentils,0
oregano,safflower oil,0
oregano,ice cream,0
oregano,mustard seeds,0
oregano,raisins,0
oregano,chocolate cake,0
oregano,margarine,0
oregano,gorgonzola,0
oregano,jelly,0
oregano,apricot jam,0
oregano,whipping cream,0
oregano,coleslaw,0
oregano,salad leaves,0
oregano,mango,0
oregano,watercress,0
oregano,vegetable shortening,0
oregano,pork shoulder,0
oregano,turmeric,0
oregano,green lentil,0
oregano,cress,0
oregano,star anise,0
oregano,arborio rice,0
oregano,corn oil,0
oregano,grapes,0
oregano,pumpkin,0
oregano,coulis,0
oregano,brandy,0
oregano,strawberry jam,0
oregano,semolina,0
oregano,tequila,0
oregano,poppy seeds,0
oregano,double cream,0
oregano,dark chocolate,0
oregano,tangerine,0
oregano,baking powder,0
oregano,camembert,0
oregano,chopped tomatoes,0
oregano,vanilla essence,0
oregano,ground ginger,0
oregano,bonito,0
oregano,lobster,0
oregano,flatbread,0
oregano,compote,0
oregano,milk chocolate,0
oregano,pak choi,0
oregano,lardons,0
oregano,caviar,0
oregano,condensed milk,0
oregano,caster sugar,0
oregano,curry leaves,0
oregano,hollandaise sauce,0
oregano,turkey breast,0
cumin,cumin,170
cumin,salt,59
cumin,garlic,33
cumin,olive oil,30
cumin,pepper,22
cumin,paprika,20
cumin,black pepper,17
cumin,avocado,14
cumin,lime,13
cumin,cayenne pepper,12
cumin,lemon juice,11
cumin,tahini,10
cumin,oregano,10
cumin,salsa,9
cumin,coriander,8
cumin,baking powder,8
cumin,sea salt,8
cumin,flour,7
cumin,lime juice,7
cumin,barbecue sauce,6
cumin,vegetable oil,6
cumin,lettuce,6
cumin,brown sugar,6
cumin,mayonnaise,5
cumin,black beans,5
cumin,worcestershire sauce,5
cumin,lemon,4
cumin,butter,4
cumin,sugar,4
cumin,cheese,4
cumin,guacamole,4
cumin,oil,4
cumin,cinnamon,3
cumin,milk,3
cumin,chopped tomatoes,3
cumin,dijon mustard,2
cumin,hummus,2
cumin,orange juice,2
cumin,ketchup,2
cumin,garam masala,2
cumin,honey,2
cumin,beef stock,2
cumin,kidney beans,2
cumin,coriander seeds,2
cumin,cherry tomatoes,1
cumin,fresh coriander,1
cumin,curry,1
cumin,maple syrup,1
cumin,vegetable stock,1
cumin,pinto beans,1
cumin,cream cheese,1
cumin,salmon,1
cumin,apple juice,1
cumin,green cabbage,1
cumin,orange,1
cumin,chips,1
cumin,hoisin sauce,1
cumin,curry powder,1
cumin,buns,1
cumin,sesame seeds,1
cumin,yoghurt,1
cumin,bay leaf,1
cumin,plain flour,1
cumin,cream,1
cumin,buttermilk,1
cumin,mint,1
cumin,vinegar,1
cumin,mustard,1
cumin,molasses,1
cumin,fennel seeds,1
cumin,peanut oil,1
cumin,balsamic vinegar,1
cumin,bulgur wheat,1
cumin,red cabbage,1
cumin,croutons,1
cumin,chipotle,1
cumin,spinach,1
cumin,basil,1
cumin,iceberg lettuce,1
cumin,bacon,1
cumin,fish sauce,1
cumin,grapeseed oil,1
cumin,coconut oil,1
cumin,beans,1
cumin,rice noodles,1
cumin,white wine,1
cumin,meat,1
cumin,soy sauce,1
cumin,mustard powder,1
cumin,broth,1
cumin,yeast,1
cumin,beansprouts,1
cumin,pastry,1
cumin,chives,1
cumin,coleslaw,1
cumin,thyme,1
cumin,turmeric,1
cumin,star anise,1
cumin,tequila,1
cumin,ground ginger,1
cumin,pancetta,0
cumin,white chocolate,0
cumin,champagne,0
cumin,lager,0
cumin,duck fat,0
cumin,spring roll wrappers,0
cumin,horseradish,0
cumin,squid,0
cumin,gnocchi,0
cumin,oats,0
cumin,gouda,0
cumin,roast beef,0
cumin,capsicum,0
cumin,seafood,0
cumin,biscuits,0
cumin,risotto rice,0
cumin,nutmeg,0
cumin,juniper berries,0
cumin,custard,0
cumin,cottage cheese,0
cumin,haddock,0
cumin,fruit,0
cumin,duck,0
cumin,long-grain rice,0
cumin,oyster mushrooms,0
cumin,zest,0
cumin,gingerbread,0
cumin,seaweed,0
cumin,fontina cheese,0
cumin,oyster sauce,0
cumin,corned beef,0
cumin,pastrami,0
cumin,black sesame seeds,0
cumin,lamb,0
cumin,miso,0
cumin,celery,0
cumin,white wine vinegar,0
cumin,syrup,0
cumin,sesame oil,0
cumin,sherry,0
cumin,buckwheat,0
cumin,rice,0
cumin,crab,0
cumin,watermelon,0
cumin,mixed berries,0
cumin,chocolate,0
cumin,halibut,0
cumin,puff pastry,0
cumin,vanilla extract,0
cumin,almond extract,0
cumin,risotto,0
cumin,brioche,0
cumin,truffle oil,0
cumin,cognac,0
cumin,chicken,0
cumin,fillet of beef,0
cumin,fleur de sel,0
cumin,rum,0
cumin,rice wine,0
cumin,mixed spice,0
cumin,serrano ham,0
cumin,dill,0
cumin,split peas,0
cumin,millet flour,0
cumin,sea bream,0
cumin,pomegranate,0
cumin,stock,0
cumin,ginger,0
cumin,chutney,0
cumin,chinese cabbage,0
cumin,swiss chard,0
cumin,spring greens,0
cumin,shellfish,0
cumin,coconut cream,0
cumin,stuffing,0
cumin,pigeon peas,0
cumin,sourdough bread,0
cumin,cider,0
cumin,nasturtium,0
cumin,dulce de leche,0
cumin,food colouring,0
cumin,fusilli,0
cumin,squash,0
cumin,vegetables,0
cumin,pea shoots,0
cumin,pesto,0
cumin,asafoetida,0
cumin,ricotta,0
cumin,noodles,0
cumin,spaghetti squash,0
cumin,cucumber,0
cumin,pappardelle,0
cumin,bicarbonate of soda,0
cumin,pasta,0
cumin,vermicelli,0
cumin,quinoa,0
cumin,evaporated milk,0
cumin,pineapple,0
cumin,rainbow chard,0
cumin,root beer,0
cumin,amaranth,0
cumin,kale,0
cumin,wholemeal bread,0
cumin,rye bread,0
cumin,peanuts,0
cumin,blood orange,0
cumin,dry sherry,0
cumin,tomato juice,0
cumin,cardamom,0
cumin,pumpernickel bread,0
cumin,chickpea flour,0
cumin,broccoli,0
cumin,soda,0
cumin,cabbage,0
cumin,fat,0
cumin,daikon,0
cumin,soba noodles,0
cumin,anise,0
cumin,anchovies,0
cumin,pepperoni,0
cumin,mussels,0
cumin,sherry vinegar,0
cumin,coconut,0
cumin,cranberry juice,0
cumin,wasabi,0
cumin,spaghetti,0
cumin,chorizo,0
cumin,porcini,0
cumin,cream soda,0
cumin,herbes de provence,0
cumin,sirloin,0
cumin,port,0
cumin,wine,0
cumin,pork belly,0
cumin,coffee liqueur,0
cumin,macaroni,0
cumin,salad,0
cumin,pork loin,0
cumin,marsala wine,0
cumin,rice vinegar,0
cumin,walnut oil,0
cumin,vermouth,0
cumin,chicken stock,0
cumin,parsley,0
cumin,hazelnut oil,0
cumin,stew,0
cumin,sunflower oil,0
cumin,jam,0
cumin,french bread,0
cumin,runner beans,0
cumin,gravy,0
cumin,allspice,0
cumin,peas,0
cumin,chilli paste,0
cumin,cod,0
cumin,beef ribs,0
cumin,clarified butter,0
cumin,preserves,0
cumin,sage,0
cumin,polenta,0
cumin,nori,0
cumin,curry paste,0
cumin,grapefruit juice,0
cumin,potato wedges,0
cumin,coconut milk,0
cumin,pomegranate juice,0
cumin,green beans,0
cumin,herbs,0
cumin,ale,0
cumin,crisps,0
cumin,cocoa powder,0
cumin,wild rice,0
cumin,ghee,0
cumin,steak,0
cumin,rye flour,0
cumin,saffron,0
cumin,sushi rice,0
cumin,lemon balm,0
cumin,fennel,0
cumin,thai basil,0
cumin,bread,0
cumin,papaya,0
cumin,rhubarb,0
cumin,ciabatta,0
cumin,capers,0
cumin,curd cheese,0
cumin,turkey,0
cumin,chard,0
cumin,vodka,0
cumin,tofu,0
cumin,jaggery,0
cumin,oatmeal,0
cumin,brussels sprouts,0
cumin,golden syrup,0
cumin,sumac,0
cumin,coffee,0
cumin,palm sugar,0
cumin,lemongrass,0
cumin,pulled pork,0
cumin,spelt flour,0
cumin,spices,0
cumin,cola,0
cumin,clams,0
cumin,mixed nuts,0
cumin,raspberry jam,0
cumin,rock salt,0
cumin,radicchio,0
cumin,ham,0
cumin,brisket,0
cumin,fish,0
cumin,tamarind,0
cumin,rosewater,0
cumin,seeds,0
cumin,mirin,0
cumin,cake,0
cumin,chestnut mushrooms,0
cumin,rosemary,0
cumin,cream of tartar,0
cumin,pork,0
cumin,brown rice,0
cumin,mascarpone,0
cumin,rice flour,0
cumin,cauliflower,0
cumin,beef,0
cumin,pollock,0
cumin,savoy cabbage,0
cumin,grapefruit,0
cumin,cannellini beans,0
cumin,chocolate truffle,0
cumin,soup,0
cumin,tarragon,0
cumin,mung beans,0
cumin,tilapia,0
cumin,asparagus,0
cumin,mango chutney,0
cumin,demerara sugar,0
cumin,dumplings,0
cumin,icing,0
cumin,crackers,0
cumin,ground almonds,0
cumin,foie gras,0
cumin,butternut squash,0
cumin,liver,0
cumin,linguine,0
cumin,horseradish sauce,0
cumin,monkfish,0
cumin,bamboo shoots,0
cumin,peanut butter,0
cumin,white pepper,0
cumin,gin,0
cumin,caraway seeds,0
cumin,pineapple juice,0
cumin,savory,0
cumin,broad beans,0
cumin,venison,0
cumin,smoked salmon,0
cumin,red wine,0
cumin,verjus,0
cumin,coffee granules,0
cumin,roast turkey,0
cumin,prosciutto,0
cumin,lemon curd,0
cumin,curly kale,0
cumin,white bread,0
cumin,corn syrup,0
cumin,cuttlefish,0
cumin,chervil,0
cumin,seasoning,0
cumin,salami,0
cumin,lentils,0
cumin,safflower oil,0
cumin,ice cream,0
cumin,mustard seeds,0
cumin,raisins,0
cumin,chocolate cake,0
cumin,margarine,0
cumin,gorgonzola,0
cumin,jelly,0
cumin,apricot jam,0
cumin,whipping cream,0
cumin,salad leaves,0
cumin,mango,0
cumin,watercress,0
cumin,beer,0
cumin,vegetable shortening,0
cumin,pork shoulder,0
cumin,green lentil,0
cumin,cress,0
cumin,arborio rice,0
cumin,corn oil,0
cumin,grapes,0
cumin,pumpkin,0
cumin,coulis,0
cumin,baguette,0
cumin,brandy,0
cumin,strawberry jam,0
cumin,semolina,0
cumin,poppy seeds,0
cumin,double cream,0
cumin,dark chocolate,0
cumin,tangerine,0
cumin,camembert,0
cumin,vanilla essence,0
cumin,red wine vinegar,0
cumin,bonito,0
cumin,lobster,0
cumin,flatbread,0
cumin,compote,0
cumin,milk chocolate,0
cumin,pak choi,0
cumin,lardons,0
cumin,caviar,0
cumin,condensed milk,0
cumin,marjoram,0
cumin,pork sausages,0
cumin,caster sugar,0
cumin,curry leaves,0
cumin,hollandaise sauce,0
cumin,turkey breast,0
french bread,french bread,126
french bread,butter,30
french bread,salt,24
french bread,vanilla extract,18
french bread,olive oil,18
french bread,milk,16
french bread,cinnamon,13
french bread,garlic,13
french bread,sugar,10
french bread,brown sugar,10
french bread,maple syrup,9
french bread,balsamic vinegar,8
french bread,black pepper,5
french bread,pepper,5
french bread,mayonnaise,4
french bread,flour,4
french bread,beef stock,4
french bread,worcestershire sauce,4
french bread,nutmeg,3
french bread,lemon,3
french bread,red wine vinegar,3
french bread,dijon mustard,2
french bread,syrup,2
french bread,bay leaf,2
french bread,cream,2
french bread,salad,2
french bread,croutons,2
french bread,raisins,2
french bread,thyme,2
french bread,cherry tomatoes,1
french bread,paprika,1
french bread,cream cheese,1
french bread,fruit,1
french bread,sherry,1
french bread,almond extract,1
french bread,rum,1
french bread,sesame seeds,1
french bread,lemon juice,1
french bread,dry sherry,1
french bread,spaghetti,1
french bread,cayenne pepper,1
french bread,orange juice,1
french bread,chicken stock,1
french bread,allspice,1
french bread,clarified butter,1
french bread,vegetable oil,1
french bread,ketchup,1
french bread,ham,1
french bread,rice flour,1
french bread,white wine,1
french bread,prosciutto,1
french bread,corn syrup,1
french bread,whipping cream,1
french bread,beer,1
french bread,baking powder,1
french bread,sea salt,1
french bread,pancetta,0
french bread,white chocolate,0
french bread,champagne,0
french bread,lager,0
french bread,duck fat,0
french bread,spring roll wrappers,0
french bread,horseradish,0
french bread,coriander,0
french bread,fresh coriander,0
french bread,squid,0
french bread,gnocchi,0
french bread,curry,0
french bread,avocado,0
french bread,oats,0
french bread,vegetable stock,0
french bread,gouda,0
french bread,roast beef,0
french bread,capsicum,0
french bread,pinto beans,0
french bread,seafood,0
french bread,biscuits,0
french bread,risotto rice,0
french bread,juniper berries,0
french bread,salmon,0
french bread,custard,0
french bread,cottage cheese,0
french bread,haddock,0
french bread,apple juice,0
french bread,duck,0
french bread,green cabbage,0
french bread,long-grain rice,0
french bread,oyster mushrooms,0
french bread,zest,0
french bread,gingerbread,0
french bread,seaweed,0
french bread,fontina cheese,0
french bread,oyster sauce,0
french bread,corned beef,0
french bread,pastrami,0
french bread,black sesame seeds,0
french bread,lamb,0
french bread,miso,0
french bread,celery,0
french bread,white wine vinegar,0
french bread,sesame oil,0
french bread,orange,0
french bread,buckwheat,0
french bread,rice,0
french bread,chips,0
french bread,crab,0
french bread,watermelon,0
french bread,mixed berries,0
french bread,chocolate,0
french bread,halibut,0
french bread,puff pastry,0
french bread,hoisin sauce,0
french bread,risotto,0
french bread,brioche,0
french bread,truffle oil,0
french bread,curry powder,0
french bread,cognac,0
french bread,chicken,0
french bread,fillet of beef,0
french bread,fleur de sel,0
french bread,rice wine,0
french bread,mixed spice,0
french bread,serrano ham,0
french bread,dill,0
french bread,split peas,0
french bread,hummus,0
french bread,millet flour,0
french bread,sea bream,0
french bread,pomegranate,0
french bread,stock,0
french bread,buns,0
french bread,ginger,0
french bread,chutney,0
french bread,chinese cabbage,0
french bread,swiss chard,0
french bread,spring greens,0
french bread,shellfish,0
french bread,coconut cream,0
french bread,stuffing,0
french bread,pigeon peas,0
french bread,sourdough bread,0
french bread,cider,0
french bread,nasturtium,0
french bread,yoghurt,0
french bread,dulce de leche,0
french bread,plain flour,0
french bread,food colouring,0
french bread,fusilli,0
french bread,squash,0
french bread,vegetables,0
french bread,buttermilk,0
french bread,pea shoots,0
french bread,pesto,0
french bread,asafoetida,0
french bread,ricotta,0
french bread,noodles,0
french bread,lime juice,0
french bread,spaghetti squash,0
french bread,cucumber,0
french bread,mint,0
french bread,pappardelle,0
french bread,bicarbonate of soda,0
french bread,pasta,0
french bread,vermicelli,0
french bread,quinoa,0
french bread,evaporated milk,0
french bread,vinegar,0
french bread,pineapple,0
french bread,rainbow chard,0
french bread,root beer,0
french bread,amaranth,0
french bread,kale,0
french bread,wholemeal bread,0
french bread,mustard,0
french bread,rye bread,0
french bread,peanuts,0
french bread,blood orange,0
french bread,tomato juice,0
french bread,cardamom,0
french bread,pumpernickel bread,0
french bread,chickpea flour,0
french bread,molasses,0
french bread,broccoli,0
french bread,fennel seeds,0
french bread,soda,0
french bread,cabbage,0
french bread,fat,0
french bread,daikon,0
french bread,soba noodles,0
french bread,anise,0
french bread,barbecue sauce,0
french bread,anchovies,0
french bread,peanut oil,0
french bread,pepperoni,0
french bread,lime,0
french bread,mussels,0
french bread,sherry vinegar,0
french bread,coconut,0
french bread,cranberry juice,0
french bread,wasabi,0
french bread,chorizo,0
french bread,porcini,0
french bread,cream soda,0
french bread,herbes de provence,0
french bread,sirloin,0
french bread,port,0
french bread,tahini,0
french bread,wine,0
french bread,pork belly,0
french bread,coffee liqueur,0
french bread,macaroni,0
french bread,pork loin,0
french bread,marsala wine,0
french bread,rice vinegar,0
french bread,walnut oil,0
french bread,bulgur wheat,0
french bread,vermouth,0
french bread,black beans,0
french bread,red cabbage,0
french bread,parsley,0
french bread,hazelnut oil,0
french bread,stew,0
french bread,sunflower oil,0
french bread,jam,0
french bread,oregano,0
french bread,cumin,0
french bread,chipotle,0
french bread,runner beans,0
french bread,gravy,0
french bread,peas,0
french bread,chilli paste,0
french bread,cod,0
french bread,beef ribs,0
french bread,preserves,0
french bread,spinach,0
french bread,sage,0
french bread,salsa,0
french bread,polenta,0
french bread,nori,0
french bread,curry paste,0
french bread,basil,0
french bread,grapefruit juice,0
french bread,potato wedges,0
french bread,coconut milk,0
french bread,pomegranate juice,0
french bread,green beans,0
french bread,herbs,0
french bread,ale,0
french bread,crisps,0
french bread,cocoa powder,0
french bread,iceberg lettuce,0
french bread,wild rice,0
french bread,ghee,0
french bread,steak,0
french bread,rye flour,0
french bread,saffron,0
french bread,sushi rice,0
french bread,lemon balm,0
french bread,fennel,0
french bread,thai basil,0
french bread,garam masala,0
french bread,bread,0
french bread,cheese,0
french bread,papaya,0
french bread,rhubarb,0
french bread,ciabatta,0
french bread,capers,0
french bread,honey,0
french bread,curd cheese,0
french bread,turkey,0
french bread,lettuce,0
french bread,chard,0
french bread,vodka,0
french bread,tofu,0
french bread,jaggery,0
french bread,oatmeal,0
french bread,brussels sprouts,0
french bread,golden syrup,0
french bread,sumac,0
french bread,coffee,0
french bread,palm sugar,0
french bread,lemongrass,0
french bread,guacamole,0
french bread,pulled pork,0
french bread,spelt flour,0
french bread,spices,0
french bread,cola,0
french bread,clams,0
french bread,mixed nuts,0
french bread,raspberry jam,0
french bread,rock salt,0
french bread,radicchio,0
french bread,bacon,0
french bread,brisket,0
french bread,fish,0
french bread,fish sauce,0
french bread,tamarind,0
french bread,rosewater,0
french bread,seeds,0
french bread,grapeseed oil,0
french bread,coconut oil,0
french bread,mirin,0
french bread,cake,0
french bread,chestnut mushrooms,0
french bread,beans,0
french bread,rosemary,0
french bread,cream of tartar,0
french bread,rice noodles,0
french bread,pork,0
french bread,brown rice,0
french bread,mascarpone,0
french bread,cauliflower,0
french bread,beef,0
french bread,meat,0
french bread,pollock,0
french bread,savoy cabbage,0
french bread,grapefruit,0
french bread,cannellini beans,0
french bread,soy sauce,0
french bread,kidney beans,0
french bread,chocolate truffle,0
french bread,mustard powder,0
french bread,soup,0
french bread,broth,0
french bread,tarragon,0
french bread,mung beans,0
french bread,tilapia,0
french bread,asparagus,0
french bread,yeast,0
french bread,mango chutney,0
french bread,demerara sugar,0
french bread,dumplings,0
french bread,icing,0
french bread,crackers,0
french bread,ground almonds,0
french bread,foie gras,0
french bread,butternut squash,0
french bread,liver,0
french bread,linguine,0
french bread,horseradish sauce,0
french bread,coriander seeds,0
french bread,monkfish,0
french bread,bamboo shoots,0
french bread,peanut butter,0
french bread,white pepper,0
french bread,gin,0
french bread,beansprouts,0
french bread,caraway seeds,0
french bread,pineapple juice,0
french bread,savory,0
french bread,broad beans,0
french bread,venison,0
french bread,smoked salmon,0
french bread,red wine,0
french bread,pastry,0
french bread,verjus,0
french bread,coffee granules,0
french bread,roast turkey,0
french bread,lemon curd,0
french bread,chives,0
french bread,curly kale,0
french bread,white bread,0
french bread,cuttlefish,0
french bread,chervil,0
french bread,seasoning,0
french bread,salami,0
french bread,lentils,0
french bread,safflower oil,0
french bread,ice cream,0
french bread,mustard seeds,0
french bread,chocolate cake,0
french bread,margarine,0
french bread,gorgonzola,0
french bread,oil,0
french bread,jelly,0
french bread,apricot jam,0
french bread,coleslaw,0
french bread,salad leaves,0
french bread,mango,0
french bread,watercress,0
french bread,vegetable shortening,0
french bread,pork shoulder,0
french bread,turmeric,0
french bread,green lentil,0
french bread,cress,0
french bread,star anise,0
french bread,arborio rice,0
french bread,corn oil,0
french bread,grapes,0
french bread,pumpkin,0
french bread,coulis,0
french bread,baguette,0
french bread,brandy,0
french bread,strawberry jam,0
french bread,semolina,0
french bread,tequila,0
french bread,poppy seeds,0
french bread,double cream,0
french bread,dark chocolate,0
french bread,tangerine,0
french bread,camembert,0
french bread,chopped tomatoes,0
french bread,vanilla essence,0
french bread,ground ginger,0
french bread,bonito,0
french bread,lobster,0
french bread,flatbread,0
french bread,compote,0
french bread,milk chocolate,0
french bread,pak choi,0
french bread,lardons,0
french bread,caviar,0
french bread,condensed milk,0
french bread,marjoram,0
french bread,pork sausages,0
french bread,caster sugar,0
french bread,curry leaves,0
french bread,hollandaise sauce,0
french bread,turkey breast,0
milk,milk,934
milk,salt,279
milk,butter,169
milk,baking powder,138
milk,sugar,130
milk,vanilla extract,127
milk,flour,108
milk,pepper,61
milk,vegetable oil,53
milk,cinnamon,49
milk,oil,32
milk,brown sugar,31
milk,olive oil,28
milk,nutmeg,26
milk,bacon,23
milk,cream cheese,22
milk,cream,22
milk,buttermilk,22
milk,dijon mustard,21
milk,garlic,20
milk,lemon juice,17
milk,french bread,16
milk,cocoa powder,16
milk,maple syrup,15
milk,bread,14
milk,clams,13
milk,raisins,13
milk,black pepper,11
milk,paprika,10
milk,bay leaf,10
milk,cayenne pepper,10
milk,cheese,10
milk,honey,10
milk,ham,10
milk,white bread,10
milk,spaghetti,9
milk,mayonnaise,8
milk,parsley,8
milk,worcestershire sauce,8
milk,avocado,7
milk,celery,7
milk,vinegar,7
milk,salsa,7
milk,whipping cream,7
milk,sea salt,6
milk,caster sugar,6
milk,lemon,5
milk,chicken stock,5
milk,cake,5
milk,white pepper,5
milk,margarine,5
milk,syrup,4
milk,orange,4
milk,sourdough bread,4
milk,cabbage,4
milk,peanut oil,4
milk,lime,4
milk,spinach,4
milk,ketchup,4
milk,coconut oil,4
milk,mascarpone,4
milk,white wine,4
milk,icing,4
milk,thyme,4
milk,pancetta,3
milk,fruit,3
milk,chocolate,3
milk,almond extract,3
milk,ginger,3
milk,yoghurt,3
milk,pesto,3
milk,macaroni,3
milk,oregano,3
milk,cumin,3
milk,herbs,3
milk,peanut butter,3
milk,corn syrup,3
milk,brandy,3
milk,lobster,3
milk,horseradish,2
milk,rice,2
milk,chips,2
milk,curry powder,2
milk,rum,2
milk,plain flour,2
milk,food colouring,2
milk,vegetables,2
milk,cucumber,2
milk,pasta,2
milk,red cabbage,2
milk,peas,2
milk,coffee,2
milk,spices,2
milk,rosewater,2
milk,cream of tartar,2
milk,beef,2
milk,yeast,2
milk,crackers,2
milk,foie gras,2
milk,red wine,2
milk,mango,2
milk,beer,2
milk,vegetable shortening,2
milk,baguette,2
milk,dark chocolate,2
milk,ground ginger,2
milk,lager,1
milk,squid,1
milk,gnocchi,1
milk,oats,1
milk,vegetable stock,1
milk,seaweed,1
milk,fontina cheese,1
milk,corned beef,1
milk,black sesame seeds,1
milk,sesame oil,1
milk,chicken,1
milk,fleur de sel,1
milk,mixed spice,1
milk,serrano ham,1
milk,dill,1
milk,pomegranate,1
milk,buns,1
milk,sesame seeds,1
milk,dulce de leche,1
milk,noodles,1
milk,lime juice,1
milk,mint,1
milk,evaporated milk,1
milk,kale,1
milk,mustard,1
milk,peanuts,1
milk,dry sherry,1
milk,tomato juice,1
milk,mussels,1
milk,orange juice,1
milk,rice vinegar,1
milk,black beans,1
milk,allspice,1
milk,preserves,1
milk,coconut milk,1
milk,rye flour,1
milk,saffron,1
milk,sushi rice,1
milk,capers,1
milk,fish,1
milk,mirin,1
milk,pork,1
milk,rice flour,1
milk,cauliflower,1
milk,meat,1
milk,soy sauce,1
milk,kidney beans,1
milk,broth,1
milk,tarragon,1
milk,asparagus,1
milk,dumplings,1
milk,horseradish sauce,1
milk,lemon curd,1
milk,chives,1
milk,cuttlefish,1
milk,chervil,1
milk,jelly,1
milk,pumpkin,1
milk,strawberry jam,1
milk,double cream,1
milk,vanilla essence,1
milk,red wine vinegar,1
milk,flatbread,1
milk,condensed milk,1
milk,cherry tomatoes,0
milk,white chocolate,0
milk,champagne,0
milk,duck fat,0
milk,spring roll wrappers,0
milk,coriander,0
milk,fresh coriander,0
milk,curry,0
milk,gouda,0
milk,roast beef,0
milk,capsicum,0
milk,pinto beans,0
milk,seafood,0
milk,biscuits,0
milk,risotto rice,0
milk,juniper berries,0
milk,salmon,0
milk,custard,0
milk,cottage cheese,0
milk,haddock,0
milk,apple juice,0
milk,duck,0
milk,green cabbage,0
milk,long-grain rice,0
milk,oyster mushrooms,0
milk,zest,0
milk,gingerbread,0
milk,oyster sauce,0
milk,pastrami,0
milk,lamb,0
milk,miso,0
milk,white wine vinegar,0
milk,sherry,0
milk,buckwheat,0
milk,crab,0
milk,watermelon,0
milk,mixed berries,0
milk,halibut,0
milk,puff pastry,0
milk,hoisin sauce,0
milk,risotto,0
milk,brioche,0
milk,truffle oil,0
milk,cognac,0
milk,fillet of beef,0
milk,rice wine,0
milk,split peas,0
milk,hummus,0
milk,millet flour,0
milk,sea bream,0
milk,stock,0
milk,chutney,0
milk,chinese cabbage,0
milk,swiss chard,0
milk,spring greens,0
milk,shellfish,0
milk,coconut cream,0
milk,stuffing,0
milk,pigeon peas,0
milk,cider,0
milk,nasturtium,0
milk,fusilli,0
milk,squash,0
milk,pea shoots,0
milk,asafoetida,0
milk,ricotta,0
milk,spaghetti squash,0
milk,pappardelle,0
milk,bicarbonate of soda,0
milk,vermicelli,0
milk,quinoa,0
milk,pineapple,0
milk,rainbow chard,0
milk,root beer,0
milk,amaranth,0
milk,wholemeal bread,0
milk,rye bread,0
milk,blood orange,0
milk,cardamom,0
milk,pumpernickel bread,0
milk,chickpea flour,0
milk,molasses,0
milk,broccoli,0
milk,fennel seeds,0
milk,soda,0
milk,fat,0
milk,daikon,0
milk,soba noodles,0
milk,anise,0
milk,barbecue sauce,0
milk,anchovies,0
milk,pepperoni,0
milk,sherry vinegar,0
milk,coconut,0
milk,cranberry juice,0
milk,wasabi,0
milk,chorizo,0
milk,porcini,0
milk,cream soda,0
milk,herbes de provence,0
milk,sirloin,0
milk,port,0
milk,balsamic vinegar,0
milk,tahini,0
milk,wine,0
milk,pork belly,0
milk,coffee liqueur,0
milk,salad,0
milk,pork loin,0
milk,marsala wine,0
milk,walnut oil,0
milk,bulgur wheat,0
milk,vermouth,0
milk,hazelnut oil,0
milk,stew,0
milk,sunflower oil,0
milk,jam,0
milk,croutons,0
milk,chipotle,0
milk,runner beans,0
milk,gravy,0
milk,chilli paste,0
milk,cod,0
milk,beef ribs,0
milk,clarified butter,0
milk,sage,0
milk,polenta,0
milk,nori,0
milk,curry paste,0
milk,basil,0
milk,grapefruit juice,0
milk,potato wedges,0
milk,pomegranate juice,0
milk,green beans,0
milk,ale,0
milk,crisps,0
milk,iceberg lettuce,0
milk,wild rice,0
milk,ghee,0
milk,steak,0
milk,lemon balm,0
milk,fennel,0
milk,thai basil,0
milk,garam masala,0
milk,papaya,0
milk,rhubarb,0
milk,ciabatta,0
milk,curd cheese,0
milk,turkey,0
milk,lettuce,0
milk,chard,0
milk,vodka,0
milk,tofu,0
milk,jaggery,0
milk,oatmeal,0
milk,brussels sprouts,0
milk,golden syrup,0
milk,sumac,0
milk,palm sugar,0
milk,lemongrass,0
milk,guacamole,0
milk,pulled pork,0
milk,spelt flour,0
milk,beef stock,0
milk,cola,0
milk,mixed nuts,0
milk,raspberry jam,0
milk,rock salt,0
milk,radicchio,0
milk,brisket,0
milk,fish sauce,0
milk,tamarind,0
milk,seeds,0
milk,grapeseed oil,0
milk,chestnut mushrooms,0
milk,beans,0
milk,rosemary,0
milk,rice noodles,0
milk,brown rice,0
milk,pollock,0
milk,savoy cabbage,0
milk,grapefruit,0
milk,cannellini beans,0
milk,chocolate truffle,0
milk,mustard powder,0
milk,soup,0
milk,mung beans,0
milk,tilapia,0
milk,mango chutney,0
milk,demerara sugar,0
milk,ground almonds,0
milk,butternut squash,0
milk,liver,0
milk,linguine,0
milk,coriander seeds,0
milk,monkfish,0
milk,bamboo shoots,0
milk,gin,0
milk,beansprouts,0
milk,caraway seeds,0
milk,pineapple juice,0
milk,savory,0
milk,broad beans,0
milk,venison,0
milk,smoked salmon,0
milk,pastry,0
milk,verjus,0
milk,coffee granules,0
milk,roast turkey,0
milk,prosciutto,0
milk,curly kale,0
milk,seasoning,0
milk,salami,0
milk,lentils,0
milk,safflower oil,0
milk,ice cream,0
milk,mustard seeds,0
milk,chocolate cake,0
milk,gorgonzola,0
milk,apricot jam,0
milk,coleslaw,0
milk,salad leaves,0
milk,watercress,0
milk,pork shoulder,0
milk,turmeric,0
milk,green lentil,0
milk,cress,0
